time_s,p_in_bar,p_out_bar,q_m3s,comp_speed_frac
391,51.88891153917516,49.484997178410374,1.0,0.9303333333333333
392,51.874732726816454,49.48813788646515,1.0,0.9306666666666668
393,51.859731643225395,49.49091144042106,1.0,0.931
394,51.84391486798494,49.49331715598554,1.0,0.9313333333333333
395,51.82728933844626,49.49535443961926,1.0,0.9316666666666668
396,51.80986234668596,49.49702278868265,1.0,0.932
397,51.79164153630773,49.498321791559796,1.0,0.9323333333333333
398,51.7726348990898,49.4992511277601,1.0,0.9326666666666668
399,51.75285077147971,49.499810567997265,1.0,0.933
400,51.732297830937846,49.49999997424594,1.0,0.9333333333333333
401,51.71098509213148,49.499819299775716,1.0,0.9336666666666668
402,51.68892190298086,49.49926858916269,1.0,0.934
403,51.666117940559126,49.498347978278446,1.0,0.9343333333333333
404,51.6425832068479,49.497057694256554,1.0,0.9346666666666668
405,51.61832802435035,49.49539805543651,1.0,0.935
406,51.59336303156363,49.4933694712852,1.0,0.9353333333333333
407,51.5676991783128,49.49097244229589,1.0,0.9356666666666668
408,51.54134772094814,49.48820755986473,1.0,0.936
409,51.51432021740801,49.48507550614485,1.0,0.9363333333333334
410,51.4866285221495,49.48157705387807,1.0,0.9366666666666668
411,51.458284780948944,49.47771306620421,1.0,0.937
412,51.42930142557469,49.47348449644818,1.0,0.9373333333333334
413,51.39969116833449,49.46889238788476,1.0,0.9376666666666668
414,51.36946699649973,49.463937873481186,1.0,0.9380000000000001
415,51.33864216660914,49.458622175617656,1.0,0.9383333333333334
416,51.307230198654416,49.45294660578571,1.0,0.9386666666666668
417,51.27524487015019,49.446912564264686,1.0,0.9390000000000001
418,51.242700210091165,49.44052153977623,1.0,0.9393333333333334
419,51.20961049279887,49.43377510911698,1.0,0.9396666666666668
420,51.17599023166087,49.42667493676959,1.0,0.9400000000000001
421,51.141854172765036,49.41922277449199,1.0,0.9403333333333334
422,51.10721728843186,49.411420460885275,1.0,0.9406666666666668
423,51.07209477064747,49.40326992094003,1.0,0.9410000000000001
424,51.0365020244003,49.39477316556142,1.0,0.9413333333333334
425,51.00045466092437,49.38593229107302,1.0,0.9416666666666668
426,50.96396849085207,49.376749478699665,1.0,0.9420000000000001
427,50.92705951727953,49.367226994029274,1.0,0.9423333333333334
428,50.88974392874752,49.35736718645386,1.0,0.9426666666666668
429,50.85203809214104,49.34717248858991,1.0,0.9430000000000001
430,50.81395854551074,49.33664541567823,1.0,0.9433333333333334
431,50.7755219908191,49.32578856496332,1.0,0.9436666666666668
432,50.73674528661497,49.31460461505264,1.0,0.9440000000000001
433,50.69764544063916,49.30309632525572,1.0,0.9443333333333334
434,50.658239602364816,49.29126653490339,1.0,0.9446666666666668
435,50.618545055475494,49.279118162647244,1.0,0.9450000000000001
436,50.57857921028442,49.266654205739556,1.0,0.9453333333333334
437,50.538359596098196,49.2538777392938,1.0,0.9456666666666668
438,50.49790385352834,49.24079191552595,1.0,0.9460000000000001
439,50.457229726753965,49.22739996297678,1.0,0.9463333333333334
440,50.41635505573906,49.213705185715305,1.0,0.9466666666666668
441,50.375297768407776,49.199710962523575,1.0,0.9470000000000001
442,50.33407587278108,49.185420746063116,1.0,0.9473333333333334
443,50.2927074490783,49.17083806202304,1.0,0.9476666666666667
444,50.25121064178707,49.155966508250195,1.0,0.9480000000000001
445,50.20960365170495,49.140809753861525,1.0,0.9483333333333334
446,50.16790472795649,49.1253715383388,1.0,0.9486666666666668
447,50.126132159988984,49.109655670606024,1.0,0.9490000000000001
448,50.084304269550636,49.09366602808967,1.0,0.9493333333333334
449,50.04243940265445,49.07740655576208,1.0,0.9496666666666667
450,50.0005559215316,49.060881265168135,1.0,0.9500000000000001
451,49.958672196577574,49.0440942334355,1.0,0.9503333333333334
452,49.91680659829481,49.02704960226878,1.0,0.9506666666666668
453,49.87497748923527,49.009751576927606,1.0,0.9510000000000001
454,49.83320321594646,48.99220442518916,1.0,0.9513333333333334
455,49.791502100924546,48.9744124762952,1.0,0.9516666666666667
456,49.74989243457794,48.95638011988396,1.0,0.9520000000000001
457,49.70839246720499,48.93811180490713,1.0,0.9523333333333334
458,49.66702040098933,48.919612038532215,1.0,0.9526666666666668
459,49.625794382016196,48.90088538503053,1.0,0.9530000000000001
460,49.584732492313464,48.88193646465106,1.0,0.9533333333333334
461,49.54385274192073,48.86276995248062,1.0,0.9536666666666667
462,49.503173060989994,48.84339057729036,1.0,0.9540000000000001
463,49.46271129192134,48.823803120369085,1.0,0.9543333333333334
464,49.422485181537134,48.804012414343646,1.0,0.9546666666666668
465,49.38251237329819,48.7840233419866,1.0,0.9550000000000001
466,49.34281039956515,48.76384083501154,1.0,0.9553333333333334
467,49.3033966739087,48.74346987285635,1.0,0.9556666666666667
468,49.264288483471866,48.72291548145467,1.0,0.9560000000000001
469,49.22550298138773,48.70218273199587,1.0,0.9563333333333334
470,49.187057179255916,48.68127673967392,1.0,0.9566666666666668
471,49.14896793968125,48.66020266242537,1.0,0.9570000000000001
472,49.11125196887765,48.63896569965674,1.0,0.9573333333333334
473,49.073925809340665,48.61757109096174,1.0,0.9576666666666667
474,49.03700583259182,48.59602411482859,1.0,0.9580000000000001
475,49.00050823199796,48.57433008733764,1.0,0.9583333333333334
476,48.96444901566871,48.55249436084987,1.0,0.9586666666666668
477,48.92884399943523,48.53052232268625,1.0,0.9590000000000001
478,48.89370879991323,48.508419393798675,1.0,0.9593333333333334
479,48.85905882765345,48.48619102743244,1.0,0.9596666666666667
480,48.82490928038247,48.46384270778084,1.0,0.9600000000000001
481,48.79127513633688,48.44137994863211,1.0,0.9603333333333334
482,48.7581711476937,48.41880829200905,1.0,0.9606666666666668
483,48.72561183410002,48.39613330680169,1.0,0.9610000000000001
484,48.693611476304504,48.373360587393336,1.0,0.9613333333333334
485,48.6621841098938,48.35049575228035,1.0,0.9616666666666667
486,48.631343519136436,48.32754444268589,1.0,0.9620000000000001
487,48.601103230936914,48.304512321168176,1.0,0.9623333333333334
488,48.571476508902734,48.28140507022334,1.0,0.9626666666666668
489,48.54247634752686,48.258228390883524,1.0,0.9630000000000001
490,48.514115466488256,48.23498800131025,1.0,0.9633333333333334
491,48.48640630507295,48.211689635383685,1.0,0.9636666666666667
492,48.45936101671805,48.18833904128792,1.0,0.9640000000000001
493,48.432991463681184,48.16494198009283,1.0,0.9643333333333334
494,48.40730921183762,48.14150422433266,1.0,0.9646666666666668
495,48.382325525607385,48.11803155658184,1.0,0.9650000000000001
